distance_from_last_transaction,ratio_to_median_purchase_price,used_chip,used_pin_number,online_order
1.0388071252344775,1.3242480864729302,0.0,0.0,1.0
102.55828695729237,0.6682333543430328,1.0,1.0,1.0
0.6795527938702781,8.393827966405473,0.0,0.0,0.0
0.4066344357144065,2.427028869140711,0.0,0.0,0.0
6.204212139840718,0.666358960105296,0.0,0.0,1.0
0.1281246255125669,1.1616708963619338,0.0,0.0,1.0
0.7657084581128494,0.2281357511084953,0.0,0.0,0.0
0.8992924327951641,1.0127444501008136,0.0,1.0,1.0
1.5518515414235343,1.0330108360703243,0.0,0.0,0.0
0.1634287627547626,0.3322571959607948,0.0,0.0,0.0
0.9010812626443434,1.3231121839963276,1.0,0.0,0.0
0.7946517003194244,0.8044994554286666,1.0,0.0,1.0
12.487890639776024,0.1874204277021285,1.0,0.0,1.0
0.3125418775842877,1.773188885686474,1.0,0.0,1.0
47.76880321585283,0.3598080079007458,0.0,0.0,0.0
1.2833413322056686,0.0934625926892412,0.0,1.0,1.0
3.0854477549267205,0.2253493847694788,0.0,0.0,1.0
1.164848996268504,2.1655005412104744,0.0,0.0,0.0
3.805484023546402,6.028110425810698,1.0,0.0,0.0
0.8381484451534805,0.650817740306576,0.0,0.0,0.0
0.2013165283143093,5.063150455634847,0.0,0.0,1.0
1.3067433227176088,0.1595721927724279,0.0,0.0,1.0
1.518954972230624,0.4147358965974256,1.0,0.0,1.0
1.2752489717825073,1.1831539838546836,1.0,0.0,1.0
1.0199766707734834,0.591198212295894,1.0,0.0,0.0
0.5177777239325893,2.4298119897744934,0.0,0.0,0.0
0.8744387183008945,0.1558085545064652,1.0,0.0,1.0
2.35330631844276,4.794774216512856,0.0,0.0,0.0
0.2815630714856834,1.424421217262622,1.0,0.0,1.0
0.2187971294062622,6.294943656612931,0.0,0.0,1.0
6.424215860172296,6.802033716382103,0.0,1.0,1.0
1.932344767965004,0.5099396194218836,1.0,0.0,1.0
17.177624496435662,0.2924251036817788,1.0,1.0,1.0
0.1878984138699999,4.858463538042052,1.0,1.0,0.0
0.1974318933944331,0.432220673494441,0.0,1.0,1.0
41.73746071504819,4.184760415592531,0.0,0.0,0.0
5.14495812346773,4.102942099763798,0.0,0.0,1.0
0.0725664071584422,2.957614121407647,0.0,0.0,1.0
0.3733523937957649,1.0891805630207922,1.0,0.0,1.0
0.0848915089224056,5.7142278843253695,0.0,1.0,1.0
5.818241222462008,0.2305004119929053,1.0,0.0,1.0
2.5649326787323687,5.487421416874279,0.0,1.0,0.0
12.15419284159114,0.1343786209104632,0.0,0.0,1.0
1.6052614968661558,7.694434385489998,1.0,0.0,1.0
0.3097857723729498,0.2570117195525699,1.0,0.0,1.0
18.71145549790287,4.552196094324057,0.0,0.0,1.0
1.3485818868554051,0.7651776559049388,0.0,0.0,1.0
2.09429959509542,1.806723720971965,1.0,0.0,1.0
4.139914099232807,1.1417568281784798,0.0,0.0,1.0
17.96578638577784,3.488843700692317,0.0,0.0,1.0
67.81521220238162,0.378862147167455,0.0,0.0,0.0
6.292646623404592,7.251505228208973,0.0,0.0,1.0
4.012506147988088,0.2096972256880233,0.0,0.0,0.0
0.1121772612287098,5.292176543423777,0.0,0.0,1.0
3.932695034761649,2.1445318277228,1.0,0.0,1.0
3.441966022822077,2.8978333823624345,0.0,0.0,1.0
0.2270245245744164,3.349448917490977,1.0,0.0,0.0
0.0977692502787205,0.2370395115909238,1.0,0.0,1.0
1.008686328961039,1.5978354959823269,0.0,0.0,0.0
0.534193704454636,0.197460302480414,1.0,0.0,0.0
0.7659390628476702,0.2013038963675135,1.0,0.0,1.0
0.2805853697710018,0.6291019116682074,1.0,1.0,1.0
3.485040651093722,0.2899530137381262,0.0,0.0,1.0
3.9826281556853886,1.9304718289241367,0.0,0.0,1.0
0.8802443302359418,0.5631301347009451,1.0,0.0,1.0
4.290162584668894,8.677714699208158,0.0,0.0,1.0
3.91832089956256,0.1852774401164283,0.0,0.0,0.0
12.64925143922864,2.1580985464368405,1.0,0.0,1.0
1.2290303500222644,1.071721430236663,0.0,1.0,0.0
0.515950803011727,1.4267699054126426,0.0,0.0,1.0
0.05825979100596,3.7477061964868863,0.0,0.0,0.0
0.0722114378664967,1.0024550693245695,0.0,0.0,1.0
0.8202366139336138,0.713371240066571,1.0,0.0,1.0
14.491095068515278,2.4400294605631485,0.0,0.0,0.0
0.0205666663899098,1.1408710853319075,1.0,0.0,1.0
1.3315357283962452,1.2036304777123443,1.0,0.0,0.0
2.147386250139045,3.932202751956144,0.0,0.0,1.0
0.3799218982815626,0.8799781473908165,0.0,1.0,0.0
0.0743489024909014,3.72641016227941,1.0,0.0,1.0
2.8382863913497656,1.1928200940319165,0.0,0.0,1.0
0.707611510958874,1.1573464923069616,1.0,0.0,1.0
0.3811797561458132,0.4047778121000929,0.0,0.0,1.0
1.435703709909692,0.503751675599109,0.0,0.0,1.0
0.0976254302799688,0.92606111689769,0.0,0.0,1.0
2.8129947296760323,1.1582561323356342,0.0,0.0,0.0
3.570925350357012,0.1222058160876311,0.0,0.0,0.0
0.8363537957115729,0.1138190768275317,1.0,0.0,0.0
0.0319863522488741,0.6478519138730616,0.0,0.0,0.0
2.4289931954494994,0.6253950508906774,0.0,1.0,0.0
2.3340556359396016,1.4787835253141723,0.0,0.0,1.0
0.1205994171118634,0.900594188953351,0.0,0.0,1.0
21.208562060726862,0.0396421918552711,0.0,0.0,0.0
2.932645870351052,0.3532234807529534,0.0,0.0,0.0
0.6815776799168962,0.3906560768298466,0.0,0.0,1.0
0.9170720070365532,2.100216911380665,1.0,0.0,0.0
1.330296832684346,2.1057792200131016,1.0,0.0,0.0
0.583621519418304,1.824225542609955,0.0,1.0,0.0
0.0503225274484657,14.721835458118424,0.0,0.0,1.0
15.534573462221518,1.794488213328824,0.0,0.0,0.0
0.3103133746436309,0.9421977672153584,0.0,0.0,1.0
0.2313955674444924,0.1663126391455421,1.0,0.0,1.0
0.1565077967257413,0.227340055553647,1.0,0.0,1.0
0.03113027168156,0.881779001797819,0.0,0.0,1.0
0.5650523366499709,3.123189182157044,0.0,0.0,1.0
1.872183833093687,1.41153222699242,0.0,1.0,1.0
36.80368894979424,0.301874514025554,0.0,0.0,1.0
3.593012411623052,2.951337202376761,1.0,0.0,1.0
4.397423310764051,13.46426701670431,0.0,0.0,0.0
1.4609049332503368,0.1062772639091264,1.0,0.0,1.0
2.021155894455601,1.86430966573298,0.0,0.0,0.0
0.2447305757791553,1.9762313479266456,1.0,0.0,1.0
1.5208250375038477,3.440485902599444,1.0,0.0,1.0
1.315247276122704,0.6475379611555245,0.0,0.0,0.0
0.4331447271781365,1.2992944938492452,0.0,0.0,1.0
0.8626046268138153,0.8583311991155568,0.0,0.0,0.0
0.1625642843007468,0.9728817623858778,0.0,0.0,1.0
0.0466371471490824,4.807592831712048,1.0,0.0,1.0
14.000460022002445,0.2731465650150041,0.0,0.0,1.0
0.4893726501881258,0.1287566042865429,0.0,0.0,0.0
8.090606993116742,9.24817241891117,1.0,1.0,1.0
0.7672392262131975,5.540488477613203,0.0,0.0,1.0
12.909370600673828,0.3013995382455646,0.0,0.0,1.0
0.0867751860391516,0.719856949963491,1.0,0.0,1.0
6.023231932240397,21.649793024698287,0.0,0.0,1.0
0.3153369567497546,1.6601227450222062,1.0,0.0,1.0
2.323513828177948,0.6915372728055681,0.0,0.0,1.0
0.2802481609369391,0.4618005655457315,0.0,0.0,1.0
0.073983238969088,1.7292625499958616,0.0,0.0,1.0
65.95939936296126,0.2097920041229303,1.0,0.0,1.0
0.1932436080884401,0.2027668449494221,1.0,0.0,0.0
0.8016900585603634,0.8166110413840577,0.0,0.0,1.0
0.4688722937665511,0.2489253340457156,0.0,0.0,1.0
3.938981193777473,0.3866722947286774,0.0,0.0,1.0
4.420466462066024,1.013399971136173,1.0,0.0,1.0
1.8696021691514504,2.143090574112721,0.0,0.0,0.0
1.9712018395442128,2.205572176899493,0.0,0.0,1.0
0.7341196010022575,0.3294545190898656,0.0,0.0,0.0
0.0075003294421463,0.1409853674970907,1.0,0.0,0.0
1.3590367495019742,0.2784092482336284,1.0,0.0,0.0
2.474145894986002,1.4408670000760977,1.0,0.0,0.0
1.6735827257053282,1.0621313610918066,0.0,1.0,1.0
1.4524536469361962,0.7932629044439337,0.0,0.0,0.0
0.3513303574600944,1.988624002726401,1.0,0.0,1.0
0.1533365237581953,1.9174693143110184,0.0,1.0,1.0
0.0240829129360979,0.2413818464578689,0.0,0.0,0.0
2.0107395586050667,4.386980250654618,1.0,0.0,1.0
0.017586872760613,0.1169697199876604,1.0,0.0,1.0
3.1752842100940213,0.6602594882319588,0.0,0.0,1.0
0.1227893579177146,3.1594625151566147,0.0,0.0,0.0
8.095658996372514,0.6789123281721084,0.0,0.0,0.0
0.4870549720596225,0.4469692991220417,0.0,0.0,0.0
0.1868352462537038,1.189068095866647,0.0,0.0,1.0
1.0552751443022357,2.726426395880734,0.0,0.0,0.0
0.0419791093509369,2.452606863510691,0.0,0.0,1.0
3.901907563916793,0.3632674560262771,0.0,0.0,0.0
14.366836629645077,0.6577062266762664,0.0,0.0,1.0
0.2025146832497572,0.971015654916345,0.0,0.0,1.0
0.1128790120058905,0.5975812772463635,0.0,0.0,0.0
0.0313712480655066,0.5868650762034893,1.0,0.0,1.0
0.0144480774853085,2.528508332636919,1.0,0.0,0.0
1.922143299604929,7.939721136608684,0.0,0.0,0.0
0.7890432532958875,0.5666333556625349,0.0,0.0,1.0
1.2717948687390943,4.5685916965249485,0.0,0.0,1.0
0.3997625838469049,0.2284051010306149,0.0,0.0,1.0
5.637866498711211,0.5335620286122077,0.0,1.0,1.0
0.1295043059060549,0.512280096394676,0.0,0.0,1.0
0.0163539180399492,0.4113406857209726,0.0,0.0,0.0
0.1546774685236889,0.933191432672813,0.0,0.0,0.0
7.272971093518829,0.4405793062842669,0.0,0.0,1.0
16.40355723618953,1.3643573327228733,0.0,1.0,1.0
0.2077729146055681,0.8917866617081022,0.0,0.0,1.0
1.591691431855612,1.4136747319645264,1.0,0.0,0.0
3.325150083346976,1.5503340332919249,1.0,0.0,1.0
32.20848812392466,0.3632187093829487,0.0,0.0,1.0
0.6962956807453833,3.817679422240472,1.0,0.0,1.0
0.2530925215780397,0.7743275895091937,0.0,0.0,1.0
1.3610319836483864,0.4730931550880953,0.0,0.0,0.0
0.0803279094056303,0.3304478679890976,0.0,0.0,1.0
0.4795617394312498,0.385993419159889,1.0,0.0,1.0
2.400192069324735,0.908258064526965,1.0,0.0,0.0
0.0078288433510615,0.314445650280587,0.0,0.0,1.0
0.7440158236616448,0.3819828499414265,1.0,0.0,1.0
0.5657130458004558,0.4044117870675736,0.0,0.0,0.0
6.993685461697379,12.009154164372982,0.0,0.0,0.0
0.1034220292486778,1.0447714264657393,0.0,0.0,0.0
0.05934336663881,0.5425970583205098,1.0,0.0,0.0
5.850230469882205,0.326749540249323,0.0,0.0,1.0
0.052935953409242,1.5003465860231775,1.0,0.0,1.0
2.460588850315055,2.045954755574808,0.0,0.0,1.0
11.335655599206389,0.3226420658393314,1.0,0.0,1.0
0.0628800036014776,0.7908461248585081,0.0,0.0,0.0
11.73167636340098,1.811934488543452,0.0,0.0,1.0
2.050831516723199,8.400316305435064,1.0,0.0,1.0
0.2483514011406545,3.880008727886156,1.0,0.0,0.0
0.5634908840216919,0.3520420747011546,1.0,0.0,0.0
8.597014290300645,0.1759124572005469,1.0,0.0,1.0
5.396754263984704,0.8361634936844843,0.0,0.0,1.0
0.5882914149903945,0.5414065743341271,0.0,0.0,0.0
0.3502419896331478,0.6875216395948098,0.0,0.0,1.0
4.961514092550361,5.505744138384513,0.0,0.0,0.0
5.799393968551866,2.091329648393508,1.0,0.0,1.0
0.9220766775932672,1.4639689257329904,1.0,0.0,1.0
0.0543727441444622,5.046672082040875,1.0,0.0,0.0
4.0807479481381534,0.2360886063668882,0.0,0.0,0.0
1.96791542821153,0.1362013815769942,1.0,0.0,1.0
0.9219142292711304,8.273937240848895,1.0,0.0,1.0
2.089579158742934,0.2209898703671487,0.0,0.0,1.0
0.7436416648486837,2.2151369935363983,0.0,0.0,1.0
1.573655562389628,5.64796604448535,0.0,1.0,1.0
0.9364911465670588,5.922215267361717,1.0,0.0,0.0
0.0856005381243477,1.1427041827243056,1.0,0.0,0.0
0.5677474165129838,0.6766411079226898,0.0,0.0,0.0
9.547834845411444,0.4384191989522742,0.0,0.0,1.0
8.776518673196952,1.0591572903561184,1.0,0.0,0.0
5.189399630989629,1.1506795088544586,0.0,1.0,0.0
5.534551631230045,1.27796659583673,0.0,0.0,0.0
2.312058958040077,0.7405321852497315,0.0,0.0,1.0
0.2388760586109812,0.451906180736725,0.0,0.0,0.0
50.67904291137268,0.4312326179473952,0.0,0.0,1.0
0.6723982560844586,1.1049498341444388,0.0,0.0,1.0
1.134980321977786,1.7363371251367283,1.0,0.0,1.0
0.6264538658284454,2.88337458895174,0.0,0.0,0.0
0.3529017951978182,2.1210783232388355,1.0,0.0,1.0
27.88965563232537,0.2426314171439282,1.0,0.0,1.0
3.157288224930157,0.5137672844177025,1.0,0.0,0.0
3.516830740015186,2.876152586305651,0.0,0.0,0.0
0.0348601246133419,1.3706282424001883,1.0,0.0,0.0
1.0647082974477664,1.5693254132000498,0.0,0.0,0.0
0.6564757022542679,1.23482910490064,1.0,0.0,1.0
